elapsed_s,adapter,phc_ns,delta_ns
500,2,744022261480,0
510,0,1777373473831676080,0
510,1,854606487291,0
510,2,754074214650,0
520,0,1777373483437201760,0
520,1,864905479737,0
520,2,764118956577,0
530,0,1777373493043704640,0
530,1,875205606998,0
530,2,774165015918,0
540,0,1777373502651640720,0
540,1,885507002083,0
540,2,784211855785,0
550,0,1777373512266310160,0
550,1,895815725465,0
550,2,794266102712,0
560,0,1777373521872692560,0
560,1,906115468866,0
560,2,804311406168,0
570,0,1777373531480106960,0
570,1,916416504688,0
570,2,814358233120,0
580,0,1777373541086905600,0
580,1,926716612641,0
580,2,824403922461,0
590,0,1777373550692480400,0
590,1,937015993301,0
590,2,834449191029,0
600,0,1777373560293452400,0
600,1,947309970986,0
600,2,844488792972,0
610,0,1777373569908369920,0
610,1,957619021365,0
610,2,854543332606,0
620,0,1777373579512071120,0
620,1,967916017706,0
620,2,864586082398,0
630,0,1777373589115879840,0
630,1,978212872607,0
630,2,874628771088,0
640,0,1777373598718633280,0
640,1,988508997020,0
640,2,884670424035,0
650,0,1777373608326306800,0
650,1,998810353620,0
650,2,894717651313,0
660,0,1777373617940327280,0
660,1,1009118295758,0
660,2,904770916082,0
670,0,1777373627543547920,0
670,1,1019414719091,0
670,2,914813263846,0
680,0,1777373637147414320,0
680,1,1029711949579,0
680,2,924856202468,0
690,0,1777373646752646080,0
690,1,1040010524199,0
690,2,934900463307,0
700,0,1777373656357086960,0
700,1,1050308530963,0
700,2,944944439888,0
710,0,1777373665963132000,0
710,1,1060607897283,0
710,2,954989351836,0
720,0,1777373675564921520,0
720,1,1070902916076,0
720,2,965030371969,0
730,0,1777373685177569760,0
730,1,1081209430992,0
730,2,975082230226,0
740,0,1777373694791577120,0
740,1,1091517691819,0
740,2,985135678896,0
750,0,1777373704404670800,0
750,1,1101824493074,0
750,2,995188300298,0
760,0,1777373714007841280,0
760,1,1112120928193,0
760,2,1005230481718,0
770,0,1777373723614453040,0
770,1,1122421164761,0
770,2,1015276573778,0
780,0,1777373733230095520,0
780,1,1132730588750,0
780,2,1025331439562,0
790,0,1777373742842587680,0
790,1,1143037313781,0
790,2,1035383340963,0
800,0,1777373752443778240,0
800,1,1153331506185,0
800,2,1045423528817,0
810,0,1777373762051380880,0
810,1,1163632831634,0
810,2,1055470762102,0
820,0,1777373771658886960,0
820,1,1173934043145,0
820,2,1065517495795,0
830,0,1777373781265715200,0
830,1,1184234103299,0
830,2,1075562997928,0
840,0,1777373790869023840,0
840,1,1194530605768,0
840,2,1085605330978,0
850,0,1777373800470785920,0
850,1,1204825613053,0
850,2,1095646355079,0
860,0,1777373810075106080,0
860,1,1215123221373,0
860,2,1105689641406,0
870,0,1777373819680312320,0
870,1,1225422013473,0
870,2,1115734229936,0
880,0,1777373829290509760,0
880,1,1235725800788,0
880,2,1125783609637,0
890,0,1777373838893656000,0
890,1,1246022288554,0
890,2,1135825491443,0
900,0,1777373848503128640,0
900,1,1256325457337,0
900,2,1145874639426,0
910,0,1777373858115112320,0
910,1,1266631416913,0
910,2,1155926107991,0
920,0,1777373867721775680,0
920,1,1276931416153,0
920,2,1165971754782,0
930,0,1777373877322141680,0
930,1,1287225100312,0
930,2,1176010832204,0
940,0,1777373886930219520,0
940,1,1297526300934,0
940,2,1186058182103,0
950,0,1777373896540440240,0
950,1,1307830391643,0
950,2,1196107698512,0
960,0,1777373906155052480,0
960,1,1318139193871,0
960,2,1206162139619,0
970,0,1777373915757572080,0
970,1,1328435081872,0
970,2,1216203450788,0
980,0,1777373925364910640,0
980,1,1338735919147,0
980,2,1226250340143,0
990,0,1777373934974073280,0
990,1,1349038948683,0
990,2,1236298971974,0
1000,0,1777373944579764240,0
1000,1,1359338107153,0
1000,2,1246343333541,0
1010,0,1777373954184332800,0
1010,1,1369635728101,0
1010,2,1256387067337,0
1020,0,1777373963784192160,0
1020,1,1379928591293,0
1020,2,1266425784509,0
1030,0,1777373973386596160,0
1030,1,1390224098108,0
1030,2,1276467155689,0
1040,0,1777373982991430320,0
1040,1,1400522467738,0
1040,2,1286511286839,0
1050,0,1777373992592942800,0
1050,1,1410816992772,0
1050,2,1296551525226,0
1060,0,1777374002201403280,0
1060,1,1421119329164,0
1060,2,1306599165374,0
1070,0,1777374011804972480,0
1070,1,1431416011380,0
1070,2,1316642120573,0
1080,0,1777374021407705120,0
1080,1,1441711884460,0
1080,2,1326683614887,0
1090,0,1777374031020683520,0
1090,1,1452018814059,0
1090,2,1336736109862,0
1100,0,1777374040630214960,0
1100,1,1462322164005,0
1100,2,1346785137392,0
1110,0,1777374050240053760,0
1110,1,1472625723788,0
1110,2,1356834351216,0
1120,0,1777374059845390080,0
1120,1,1482924685108,0
1120,2,1366878490526,0
1130,0,1777374069449618880,0
1130,1,1493221849410,0
1130,2,1376921817266,0
1140,0,1777374079051318800,0
1140,1,1503516983860,0
1140,2,1386962364182,0
1150,0,1777374088661029440,0
1150,1,1513820298990,0
1150,2,1397011772699,0
1160,0,1777374098263006240,0
1160,1,1524115592357,0
1160,2,1407052294075,0
1170,0,1777374107868602560,0
1170,1,1534414470404,0
1170,2,1417097415479,0
1180,0,1777374117478827440,0
1180,1,1544718223306,0
1180,2,1427146651918,0
1190,0,1777374127087012720,0
1190,1,1555020144146,0
1190,2,1437194243558,0
1200,0,1777374136690299760,0
1200,1,1565316771126,0
1200,2,1447236769197,0
1210,0,1777374146304752880,0
1210,1,1575625245441,0
1210,2,1457290667295,0
1220,0,1777374155910345040,0
1220,1,1585924305185,0
1220,2,1467335469729,0
1230,0,1777374165510565600,0
1230,1,1596217431521,0
1230,2,1477374431967,0
1240,0,1777374175122432640,0
1240,1,1606523182702,0
1240,2,1487425578768,0
1250,0,1777374184732500400,0
1250,1,1616827146820,0
1250,2,1497475334235,0
1260,0,1777374194344561760,0
1260,1,1627133087747,0
1260,2,1507526766337,0
1270,0,1777374203945064160,0
1270,1,1637426531983,0
1270,2,1517565910965,0
1280,0,1777374213546489840,0
1280,1,1647721033302,0
1280,2,1527606047002,0
1290,0,1777374223149771360,0
1290,1,1658017784950,0
1290,2,1537648974477,0
1300,0,1777374232752583840,0
1300,1,1668313744438,0
1300,2,1547690533957,0
1310,0,1777374242362798800,0
1310,1,1678617629248,0
1310,2,1557740043908,0
1320,0,1777374251975811840,0
1320,1,1688924559493,0
1320,2,1567792456836,0
1330,0,1777374261587451520,0
1330,1,1699229959284,0
1330,2,1577843299878,0
1340,0,1777374271188318640,0
1340,1,1709524123481,0
1340,2,1587883419275,0
1350,0,1777374280793233440,0
1350,1,1719822444304,0
1350,2,1597927654735,0
1360,0,1777374290398692800,0
1360,1,1730121181267,0
1360,2,1607971958878,0
1370,0,1777374300000789280,0
1370,1,1740416417705,0
1370,2,1618012905108,0
1380,0,1777374309607417280,0
1380,1,1750716648949,0
1380,2,1628058972497,0
1390,0,1777374319218356480,0
1390,1,1761021304445,0
1390,2,1638109077259,0
1400,0,1777374328820125360,0
1400,1,1771316651757,0
1400,2,1648149814788,0
1411,0,1777374338423534000,0
1411,1,1781613165306,0
1411,2,1658192184942,0
1421,0,1777374348029772080,0
1421,1,1791912666676,0
1421,2,1668237646228,0
1431,0,1777374357633536000,0
1431,1,1802209697779,0
1431,2,1678280442649,0
1441,0,1777374367240819120,0
1441,1,1812510519297,0
1441,2,1688326974051,0
1451,0,1777374376853743360,0
1451,1,1822817573597,0
1451,2,1698379253772,0
1461,0,1777374386468050960,0
1461,1,1833125719433,0
1461,2,1708433108469,0
1471,0,1777374396079544800,0
1471,1,1843431287778,0
1471,2,1718484447136,0
1481,0,1777374405688307520,0
1481,1,1853733535464,0
1481,2,1728532188382,0
1491,0,1777374415292313760,0
1491,1,1864030843940,0
1491,2,1738575300865,0
1501,0,1777374424897319840,0
1501,1,1874329144626,0
1501,2,1748619191029,0
1511,0,1777374434507310080,0
1511,1,1884632937231,0
1511,2,1758668631767,0
1521,0,1777374444115762800,0
1521,1,1894935024346,0
1521,2,1768716413041,0
1531,0,1777374453717424240,0
1531,1,1905230238491,0
1531,2,1778756957290,0
1541,0,1777374463331305040,0
1541,1,1915537873124,0
1541,2,1788810607223,0
1551,0,1777374472938825680,0
1551,1,1925838810437,0
1551,2,1798857082293,0
1561,0,1777374482548342640,0
1561,1,1936142180402,0
1561,2,1808906239914,0
1571,0,1777374492151666160,0
1571,1,1946438582669,0
1571,2,1818948233644,0
1581,0,1777374501759042400,0
1581,1,1956739847894,0
1581,2,1828994886092,0
1591,0,1777374511360028160,0
1591,1,1967034040707,0
1591,2,1839034796805,0
1601,0,1777374520969524880,0
1601,1,1977337164839,0
1601,2,1849083528448,0
1611,0,1777374530574777120,0
1611,1,1987635686707,0
1611,2,1859127881775,0
1621,0,1777374540181189920,0
1621,1,1997935467795,0
1621,2,1869173780282,0
1631,0,1777374549792111760,0
1631,1,2008240485873,0
1631,2,1879223858669,0
1641,0,1777374559405636000,0
1641,1,2018547520997,0
1641,2,1889276789757,0
1651,0,1777374569009682480,0
1651,1,2028844950051,0
1651,2,1899319868685,0
1661,0,1777374578620059200,0
1661,1,2039149031624,0
1661,2,1909369608057,0
1671,0,1777374588230863760,0
1671,1,2049453775952,0
1671,2,1919419952263,0
1681,0,1777374597846689440,0
1681,1,2059763868895,0
1681,2,1929475647273,0
1691,0,1777374607452111600,0
1691,1,2070062259862,0
1691,2,1939519743584,0
1701,0,1777374617053395440,0
1701,1,2080357051143,0
1701,2,1949560321227,0
1711,0,1777374626656640400,0
1711,1,2090653506057,0
1711,2,1959602610282,0
1721,0,1777374636265454000,0
1721,1,2100955895610,0
1721,2,1969650460270,0
1731,0,1777374645870090160,0
1731,1,2111253765935,0
1731,2,1979693955474,0
1741,0,1777374655478131680,0
1741,1,2121555519887,0
1741,2,1989741583881,0
1751,0,1777374665092136640,0
1751,1,2131863474224,0
1751,2,1999794834371,0
1761,0,1777374674696366480,0
1761,1,2142161194387,0
1761,2,2009838477028,0
1771,0,1777374684305052560,0
1771,1,2152463414958,0
1771,2,2019886165557,0
1781,0,1777374693911863280,0
1781,1,2162763845738,0
1781,2,2029932379580,0
1791,0,1777374703523865120,0
1791,1,2173069686252,0
1791,2,2039983665160,0
1801,0,1777374713130016400,0
1801,1,2183369325952,0
1801,2,2050028993079,0
1811,0,1777374722744793680,0
1811,1,2193678142119,0
1811,2,2060083511351,0
1821,0,1777374732350986000,0
1821,1,2203977766781,0
1821,2,2070128518807,0
1831,0,1777374741959000960,0
1831,1,2214279259426,0
1831,2,2080175678622,0
1841,0,1777374751572995440,0
1841,1,2224587712398,0
1841,2,2090229281459,0
1851,0,1777374761178131440,0
1851,1,2234886075592,0
1851,2,2100273919269,0
1861,0,1777374770786113680,0
1861,1,2245187635556,0
1861,2,2110320996362,0
1871,0,1777374780400473840,0
1871,1,2255496077125,0
1871,2,2120375037368,0
1881,0,1777374790004296240,0
1881,1,2265792916676,0
1881,2,2130417454280,0
1891,0,1777374799606842800,0
1891,1,2276088942138,0
1891,2,2140459431722,0
1901,0,1777374809207535760,0
1901,1,2286382625487,0
1901,2,2150498814750,0
1911,0,1777374818822007600,0
1911,1,2296691187495,0
1911,2,2160552896490,0
1921,0,1777374828421948320,0
1921,1,2306984068078,0
1921,2,2170591584638,0
1931,0,1777374838036271600,0
1931,1,2317292496610,0
1931,2,2180645495778,0
1941,0,1777374847638981280,0
1941,1,2327588775013,0
1941,2,2190687764482,0
1951,0,1777374857251479440,0
1951,1,2337894828995,0
1951,2,2200739134969,0
1961,0,1777374866858464880,0
1961,1,2348195332712,0
1961,2,2210785316594,0
1971,0,1777374876459462720,0
1971,1,2358489392622,0
1971,2,2220825215966,0
1981,0,1777374886070742800,0
1981,1,2368794640314,0
1981,2,2230876202849,0
1991,0,1777374895684870960,0
1991,1,2379103006251,0
1991,2,2240929520223,0
2001,0,1777374905289428000,0
2001,1,2389400572780,0
2001,2,2250973267255,0
2011,0,1777374914902236720,0
2011,1,2399707346802,0
2011,2,2261025514321,0
2021,0,1777374924515250800,0
2021,1,2410014401900,0
2021,2,2271078206414,0
2031,0,1777374934124544960,0
2031,1,2420317300318,0
2031,2,2281126773368,0
2041,0,1777374943729364960,0
2041,1,2430615527481,0
2041,2,2291170578948,0
2051,0,1777374953338751200,0
2051,1,2440918697870,0
2051,2,2301219452857,0
2061,0,1777374962946794160,0
2061,1,2451220262688,0
2061,2,2311266273544,0
2071,0,1777374972556518800,0
2071,1,2461523621902,0
2071,2,2321315324943,0
2081,0,1777374982156400320,0
2081,1,2471816558947,0
2081,2,2331354210402,0
2091,0,1777374991760069040,0
2091,1,2482113645352,0
2091,2,2341396847387,0
2101,0,1777375001375579280,0
2101,1,2492423190050,0
2101,2,2351452105802,0
2111,0,1777375010986044560,0
2111,1,2502727546124,0
2111,2,2361501711583,0
2121,0,1777375020600068000,0
2121,1,2513035269754,0
2121,2,2371555182659,0
2131,0,1777375030211295920,0
2131,1,2523340601911,0
2131,2,2381606222917,0
2141,0,1777375039814230080,0
2141,1,2533636985924,0
2141,2,2391647942139,0
2151,0,1777375049416264640,0
2151,1,2543931759432,0
2151,2,2401688800683,0
2161,0,1777375059029582320,0
2161,1,2554239219825,0
2161,2,2411741915975,0
2171,0,1777375068630533760,0
2171,1,2564533317903,0
2171,2,2421781935350,0
2181,0,1777375078244857040,0
2181,1,2574841640199,0
2181,2,2431835626804,0
2191,0,1777375087859044560,0
2191,1,2585149811950,0
2191,2,2441889228357,0
2201,0,1777375097463256400,0
2201,1,2595447460552,0
2201,2,2451932379180,0
2211,0,1777375107065276880,0
2211,1,2605742710501,0
2211,2,2461973928059,0
2221,0,1777375116672488640,0
2221,1,2616043305560,0
2221,2,2472019934426,0
2231,0,1777375126275112800,0
2231,1,2626339337919,0
2231,2,2482061436772,0
2241,0,1777375135875187360,0
2241,1,2636632376609,0
2241,2,2492100400776,0
2251,0,1777375145476302880,0
2251,1,2646926559534,0
2251,2,2502140835753,0
2261,0,1777375155084318720,0
2261,1,2657228049584,0
2261,2,2512187778547,0
2271,0,1777375164697616800,0
2271,1,2667535420803,0
2271,2,2522240779298,0
2281,0,1777375174307563680,0
2281,1,2677839107514,0
2281,2,2532289735109,0
2291,0,1777375183909880880,0
2291,1,2688134664723,0
2291,2,2542331496382,0
2301,0,1777375193509926720,0
2301,1,2698427599218,0
2301,2,2552370093969,0
2311,0,1777375203111967280,0
2311,1,2708723153786,0
2311,2,2562411047957,0
2321,0,1777375212714038720,0
2321,1,2719017977102,0
2321,2,2572452111491,0
2331,0,1777375222320609520,0
2331,1,2729318119830,0
2331,2,2582498045513,0
2341,0,1777375231934321920,0
2341,1,2739625958610,0
2341,2,2592550978271,0
2351,0,1777375241541434000,0
2351,1,2749926454600,0
2351,2,2602597449872,0
2361,0,1777375251156396320,0
2361,1,2760235575471,0
2361,2,2612652074894,0
2371,0,1777375260759956240,0
2371,1,2770532585837,0
2371,2,2622694440920,0
2381,0,1777375270370111440,0
2381,1,2780836375656,0
2381,2,2632744280266,0
2391,0,1777375279977429520,0
2391,1,2791137032611,0
2391,2,2642790521322,0
2401,0,1777375289582750160,0
2401,1,2801435610716,0
2401,2,2652834853575,0
2411,0,1777375299181894720,0
2411,1,2811727872773,0
2411,2,2662872766626,0
2421,0,1777375308785568000,0
2421,1,2822024909198,0
2421,2,2672915653768,0
2431,0,1777375318395302880,0
2431,1,2832328515654,0
2431,2,2682965056535,0
2441,0,1777375328007341680,0
2441,1,2842634385364,0
2441,2,2693016484172,0
2451,0,1777375337608812400,0
2451,1,2852929111587,0
2451,2,2703056522196,0
2461,0,1777375347221163040,0
2461,1,2863235198210,0
2461,2,2713108601810,0
2471,0,1777375356820892000,0
2471,1,2873527863191,0
2471,2,2723146997058,0
2481,0,1777375366425952160,0
2481,1,2883826472600,0
2481,2,2733191506496,0
2491,0,1777375376039763040,0
2491,1,2894134098623,0
2491,2,2743244282709,0
2501,0,1777375385653976080,0
2501,1,2904442338080,0
2501,2,2753298186894,0
2511,0,1777375395253625760,0
2511,1,2914735064377,0
2511,2,2763336768788,0
2521,0,1777375404858468880,0
2521,1,2925033360109,0
2521,2,2773381005212,0
2531,0,1777375414462254080,0
2531,1,2935330303862,0
2531,2,2783423516733,0
2541,0,1777375424073310320,0
2541,1,2945635289055,0
2541,2,2793474034221,0
2551,0,1777375433687212000,0
2551,1,2955943145977,0
2551,2,2803527201877,0
2561,0,1777375443296827520,0
2561,1,2966246550743,0
2561,2,2813576571008,0
2571,0,1777375452897303600,0
2571,1,2976540079734,0
2571,2,2823615519143,0
2581,0,1777375462498105280,0
2581,1,2986833862310,0
2581,2,2833655452600,0
2591,0,1777375472104807760,0
2591,1,2997134028747,0
2591,2,2843701271293,0
2601,0,1777375481706340480,0
2601,1,3007428739845,0
2601,2,2853741832087,0
2611,0,1777375491319294640,0
2611,1,3017735748685,0
2611,2,2863794434070,0
