elapsed_s,adapter,phc_ns,delta_ns
0,0,106726120140,0
10,0,106826219625,0
20,0,106926264843,0
30,0,107026334283,0
40,0,107126440681,0
50,0,107226438112,0
60,0,107326491128,0
70,0,107426490638,0
80,0,107526543875,0
90,0,107626543715,0
100,0,107728035489,0
110,0,107826956874,0
120,0,107926751237,0
130,0,108026844675,0
140,0,108126943813,0
150,0,108227048667,0
160,0,108327157100,0
170,0,108427157106,0
180,0,108527303091,0
190,0,108627398348,0
200,0,108727415527,0
210,0,108827518686,0
220,0,108927522226,0
230,0,109027635337,0
240,0,109127784651,0
250,0,109227873786,0
260,0,109328027009,0
270,0,109428027403,0
280,0,109532025547,0
290,0,109628105282,0
300,0,109728205149,0
310,0,109828206207,0
320,0,109928217642,0
330,0,110028231814,0
340,0,110128373237,0
350,0,110228449611,0
360,0,110328523286,0
370,0,110428523373,0
380,0,110528542581,0
390,0,110628692339,0
400,0,110728715793,0
410,0,110828763034,0
420,0,110928907404,0
430,0,111028908323,0
440,0,111128989563,0
450,0,111229065162,0
460,0,111329142182,0
470,0,111429141633,0
480,0,111529280517,0
490,0,111629330388,0
500,0,111729472151,0
510,0,111829562800,0
520,0,111929669082,0
530,0,112029765448,0
540,0,112129789724,0
550,0,112229789944,0
560,0,112329919853,0
570,0,112429921234,0
580,0,112529996161,0
590,0,112630137180,0
600,0,112730148884,0
610,0,112830307711,0
620,0,112930307816,0
630,0,113030363857,0
640,0,113130513536,0
650,0,113230577640,0
660,0,113330578434,0
670,0,113430707256,0
680,0,113530709164,0
690,0,113630762786,0
700,0,113730913348,0
710,0,113830934578,0
720,0,113930941405,0
730,0,114032092870,0
740,0,114130984356,0
750,0,114231103043,0
760,0,114331206888,0
770,0,114431354538,0
780,0,114531438755,0
790,0,114631434905,0
800,0,114731448383,0
810,0,114831448285,0
820,0,114931552027,0
830,0,115031552624,0
840,0,115131627221,0
850,0,115231701563,0
860,0,115331861210,0
870,0,115431915063,0
880,0,115531936983,0
890,0,115632072723,0
900,0,115732153091,0
910,0,115832154418,0
920,0,115932294459,0
930,0,116032418793,0
940,0,116132526288,0
950,0,116232576906,0
960,0,116332623632,0
970,0,116432712673,0
980,0,116532789792,0
990,0,116632823637,0
1000,0,116732925999,0
1010,0,116833077358,0
1020,0,116933227370,0
1030,0,117033249438,0
1040,0,117133246625,0
1050,0,117233361925,0
1060,0,117333361535,0
1070,0,117433504090,0
1080,0,117533547774,0
1090,0,117633603659,0
1100,0,117733652866,0
1110,0,117833705552,0
1120,0,117933806689,0
1130,0,118033924091,0
1140,0,118133952575,0
1150,0,118234103904,0
1160,0,118334109582,0
1170,0,118434113253,0
1180,0,118534114307,0
1190,0,118634217221,0
1200,0,118734330878,0
1210,0,118834478503,0
1220,0,118934521098,0
1230,0,119034522894,0
1240,0,119134537803,0
1250,0,119234692039,0
1260,0,119334784596,0
1270,0,119434812174,0
1280,0,119534834852,0
