elapsed_s,adapter,phc_ns,delta_ns
1381,0,177438416613,0
1391,0,177538416653,0
1401,0,177638554426,0
1411,0,177738650525,0
1421,0,177838790124,0
1431,0,177939110987,0
1441,0,178039047607,0
1451,0,178139158615,0
1461,0,178239152754,0
1471,0,178339278625,0
1481,0,178439369785,0
1491,0,178539497534,0
1501,0,178639510881,0
1511,0,178739618215,0
1521,0,178839721966,0
1531,0,178939835674,0
1541,0,179039923188,0
1551,0,179140071733,0
1561,0,179240084229,0
1571,0,179340169110,0
1581,0,179440241407,0
1591,0,179540342632,0
1601,0,179640409587,0
1611,0,179740517450,0
1621,0,179840543631,0
1631,0,179940575593,0
1641,0,180040652779,0
1651,0,180140660571,0
1661,0,180240718469,0
1671,0,180340852843,0
1681,0,180440975563,0
1691,0,180541064719,0
1701,0,180641108215,0
1711,0,180741198207,0
1721,0,180841250244,0
1731,0,180941266550,0
1741,0,181041349566,0
1751,0,181141361913,0
1761,0,181241507773,0
1771,0,181341595886,0
1781,0,181441735221,0
1791,0,181541888038,0
1801,0,181641997460,0
1811,0,181742078722,0
1821,0,181842109913,0
1831,0,181942195777,0
1841,0,182042304970,0
1851,0,182142406889,0
1861,0,182242476496,0
1871,0,182342505240,0
1881,0,182442585556,0
1891,0,182542657570,0
1901,0,182642756074,0
1911,0,182742785352,0
1921,0,182842843638,0
1931,0,182942886190,0
1941,0,183043010800,0
1951,0,183143096963,0
1961,0,183243242424,0
1971,0,183343390344,0
1981,0,183443496303,0
1991,0,183543529456,0
2001,0,183643559742,0
2011,0,183743674160,0
2021,0,183843676241,0
2031,0,183943728317,0
2041,0,184043837617,0
2051,0,184143933572,0
2061,0,184243998942,0
2071,0,184344086687,0
2081,0,184444221522,0
2091,0,184544370337,0
2101,0,184644389004,0
2111,0,184744461392,0
2121,0,184844523648,0
2131,0,184944561840,0
2141,0,185044672218,0
2151,0,185144784326,0
2161,0,185244929873,0
2171,0,185345061701,0
2181,0,185445170374,0
2191,0,185545290765,0
2201,0,185645427442,0
2211,0,185745482472,0
2221,0,185845539344,0
2231,0,185945685330,0
2241,0,186045697174,0
2251,0,186145788318,0
2262,0,186245824350,0
2272,0,186345827830,0
2282,0,186445959851,0
2292,0,186545978333,0
2302,0,186646026596,0
2312,0,186746156436,0
2322,0,186846159103,0
2332,0,186946282775,0
2342,0,187046290849,0
2352,0,187146307348,0
2362,0,187246357030,0
2372,0,187346362164,0
2382,0,187446361180,0
2392,0,187546445806,0
2402,0,187646573995,0
2412,0,187746659327,0
