elapsed_s,adapter,phc_ns,delta_ns
0,0,72600263008,0
10,0,72700260555,0
20,0,72800293858,0
30,0,72900402597,0
40,0,73000412816,0
50,0,73100470325,0
60,0,73200514261,0
70,0,73300522736,0
80,0,73400647642,0
90,0,73500767153,0
100,0,73600862710,0
110,0,73700906087,0
120,0,73800996331,0
130,0,73901142062,0
140,0,74001280534,0
150,0,74101279327,0
160,0,74201279517,0
170,0,74301300043,0
180,0,74401298160,0
190,0,74501300471,0
200,0,74601682757,0
210,0,74701633102,0
220,0,74801638927,0
230,0,74901637282,0
240,0,75001639209,0
250,0,75101643040,0
260,0,75201925773,0
270,0,75301947107,0
280,0,75401957009,0
290,0,75501962161,0
300,0,75601982085,0
310,0,75702038286,0
320,0,75802095634,0
330,0,75902118110,0
340,0,76002128828,0
350,0,76102214828,0
360,0,76202253298,0
370,0,76302282170,0
380,0,76402355567,0
390,0,76502437864,0
400,0,76602572672,0
410,0,76702612293,0
420,0,76802604417,0
430,0,76902603021,0
440,0,77002656497,0
450,0,77102790111,0
460,0,77202969137,0
470,0,77303092437,0
480,0,77403129399,0
490,0,77503261605,0
500,0,77603284908,0
510,0,77703290383,0
520,0,77803446377,0
530,0,77903572607,0
540,0,78003677402,0
550,0,78103833803,0
560,0,78203892494,0
570,0,78303905631,0
580,0,78403906347,0
590,0,78503906999,0
600,0,78603929811,0
610,0,78703954951,0
620,0,78803997506,0
630,0,78904156281,0
640,0,79004159766,0
650,0,79104305458,0
660,0,79204312218,0
670,0,79304318789,0
680,0,79404460240,0
690,0,79504511327,0
700,0,79604620304,0
710,0,79704647881,0
720,0,79805113448,0
730,0,79904805012,0
740,0,80004818793,0
750,0,80104838413,0
760,0,80204982275,0
770,0,80305131215,0
780,0,80405145623,0
790,0,80505286967,0
800,0,80605318698,0
810,0,80705467515,0
820,0,80805491174,0
830,0,80905619111,0
840,0,81005618282,0
850,0,81105615485,0
860,0,81205633905,0
870,0,81305764317,0
880,0,81405816753,0
890,0,81505924098,0
900,0,81606505830,0
910,0,81706152981,0
920,0,81806143226,0
930,0,81906174841,0
940,0,82006312274,0
950,0,82106366533,0
960,0,82206469654,0
970,0,82306546587,0
980,0,82406608986,0
990,0,82506627889,0
1000,0,82606657001,0
1010,0,82706789553,0
1020,0,82806792398,0
1030,0,82906792294,0
1040,0,83006813305,0
1050,0,83106937746,0
